"","ProjID","IndivID","SampleID","NameConvention","Species","CommonName","PCL_cm","FL_cm","TL_cm","Weight_g","Sex","Date","Lat","Long","FishingType","TrawlStation","TrawlName","Person","d13C","d13C_SD","WT.C","WT.C_SD","d15N","d15N_SD","WT.N","WT.N_SD","d34S","d34S_SD","WT.S","WT.S_SD","CN","Tissue","LipidExtraction","UreaExtraction","ExtractionNotes","OtherData","Notes","X","Environmental.Variables.from.the.trawl","CommonNameTissue","meand13C","sdd13C","meand15N","sdd15N","kmeans"
"32","DESG","","SA-2020-3",NA,"Scophthalmus aquosus","Windowpane Flounder",NA,"",17.5,66.48,"","10/7/20",38.936917,-75.126483,"Trawl","62","DNREC","DS",-16.059,NA,NA,NA,15.422,NA,NA,NA,NA,NA,NA,NA,3.143,"","","","LE","","",NA,NA,"Windowpane Flounder",-15.8838,0.5534818876892,15.7504,0.279947852286814,4
"33","DESG","","SA-2020-4",NA,"Scophthalmus aquosus","Windowpane Flounder",NA,"",21,143.08,"","10/7/20",38.936917,-75.126483,"Trawl","62","DNREC","DS",-15.63,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,3.521,"","","","LE","","",NA,NA,"Windowpane Flounder",-15.8838,0.5534818876892,15.7504,0.279947852286814,4
"34","DESG","","SA-2020-5",NA,"Scophthalmus aquosus","Windowpane Flounder",NA,"",20.2,107.92,"","10/7/20",38.936917,-75.126483,"Trawl","62","DNREC","DS",-15.22,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,3.337,"","","","LE","","",NA,NA,"Windowpane Flounder",-15.8838,0.5534818876892,15.7504,0.279947852286814,4
"35","DESG","","TM-2020-01",NA,"Trinectes maculatus","Hogchoker",NA,"",13.7,29.003,"","8/19/20",38.9378,-75.127983,"Trawl","62","DNREC","DS",-16.803,NA,NA,NA,14.239,NA,NA,NA,NA,NA,NA,NA,3.007,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"36","DESG","","TM-2020-02",NA,"Trinectes maculatus","Hogchoker",NA,"",15.9,52.54,"","8/19/20",38.9378,-75.127983,"Trawl","62","DNREC","DS",-17.186,NA,NA,NA,14.934,NA,NA,NA,NA,NA,NA,NA,3.095,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"37","DESG","","TM-2020-03",NA,"Trinectes maculatus","Hogchoker",NA,"",19.5,94.66,"","8/19/20",38.9378,-75.127983,"Trawl","62","DNREC","DS",-16.28,NA,NA,NA,15.65,NA,NA,NA,NA,NA,NA,NA,NA,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"38","DESG","","TM-2020-04",NA,"Trinectes maculatus","Hogchoker",NA,"",19.3,94.92,"","8/19/20",38.9378,-75.127983,"Trawl","62","DNREC","DS",-16.332,NA,NA,NA,14.989,NA,NA,NA,NA,NA,NA,NA,3.015,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"39","DESG","","TM-2020-05",NA,"Trinectes maculatus","Hogchoker",NA,"",13.2,44.71,"","8/20/20",39.1916,-75.284317,"Trawl","31","DNREC","DS",-17.821,NA,NA,NA,14.989,NA,NA,NA,NA,NA,NA,NA,3.098,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"40","DESG","","TM-2020-06",NA,"Trinectes maculatus","Hogchoker",NA,"",15.3,70.25,"","8/20/20",39.1916,-75.284317,"Trawl","31","DNREC","DS",-16.368,NA,NA,NA,14.745,NA,NA,NA,NA,NA,NA,NA,2.974,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"41","DESG","","TM-2020-08",NA,"Trinectes maculatus","Hogchoker",NA,"",11.9,33.81,"","8/20/20",39.1916,-75.284317,"Trawl","31","DNREC","DS",-15.19,NA,NA,NA,16.04,NA,NA,NA,NA,NA,NA,NA,3.177,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"42","DESG","","TM-2020-09",NA,"Trinectes maculatus","Hogchoker",NA,"",15.5,79.84,"","8/20/20",39.1916,-75.284317,"Trawl","31","DNREC","DS",-15.45,NA,NA,NA,15.57,NA,NA,NA,NA,NA,NA,NA,NA,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"43","DESG","","TM-2020-10",NA,"Trinectes maculatus","Hogchoker",NA,"",17.8,116.77,"","8/20/20",39.1916,-75.284317,"Trawl","31","DNREC","DS",-16.17,NA,NA,NA,15.52,NA,NA,NA,NA,NA,NA,NA,3.379,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"44","DESG","","TM-2020-11",NA,"Trinectes maculatus","Hogchoker",NA,"",12.3,35.18,"","10/7/20",39.044583,-75.189217,"Trawl","52","DNREC","DS",-18.81,NA,NA,NA,16.58,NA,NA,NA,NA,NA,NA,NA,3.424,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"45","DESG","","TM-2020-12",NA,"Trinectes maculatus","Hogchoker",NA,"",13,68.83,"","11/4/20",38.900133,-75.15025,"Trawl","72","DNREC","DS",-16.18,NA,NA,NA,14.92,NA,NA,NA,NA,NA,NA,NA,3.599,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"46","DESG","","TM-2020-13",NA,"Trinectes maculatus","Hogchoker",NA,"",14.8,80.44,"","11/4/20",38.900133,-75.15025,"Trawl","72","DNREC","DS",-15.54,NA,NA,NA,15.24,NA,NA,NA,NA,NA,NA,NA,NA,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"47","DESG","","TM-2020-14",NA,"Trinectes maculatus","Hogchoker",NA,"",14.1,75.83,"","11/4/20",38.900133,-75.15025,"Trawl","72","DNREC","DS",-16.2,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,3.351,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"48","DESG","","TM-2020-15",NA,"Trinectes maculatus","Hogchoker",NA,"",16.3,106.94,"","11/4/20",38.900133,-75.15025,"Trawl","72","DNREC","DS",-15.96,NA,NA,NA,14.93,NA,NA,NA,NA,NA,NA,NA,3.561,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"49","DESG","","TM-2020-16",NA,"Trinectes maculatus","Hogchoker",NA,"",14.2,64.07,"","11/4/20",38.900133,-75.15025,"Trawl","72","DNREC","DS",-18.26,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,3.449,"","","","LE","","",NA,NA,"Hogchoker",-18.1648315892,2.94942785950457,15.0505785064,1.04804765259145,4
"50","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.789028,-75.158371,"Seine","","","BB",-13.682,NA,NA,NA,9.434,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"51","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.789028,-75.158371,"Seine","","","BB",-20.017,NA,NA,NA,9.822,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"52","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.782132,-75.130885,"Seine","","","BB",-18.322,NA,NA,NA,10.019,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"53","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.782132,-75.130885,"Seine","","","BB",-16.611,NA,NA,NA,12.237,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"54","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.80558,-75.09769,"Seine","","","BB",-22.501,NA,NA,NA,13.147,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"55","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.80558,-75.09769,"Seine","","","BB",-16.187,NA,NA,NA,9.897,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"56","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.80558,-75.09769,"Seine","","","BB",-20.496,NA,NA,NA,13.944,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"57","BeachSeine","","",NA,"Ulva lactuca","Sea lettuce",NA,"",NA,NA,"","6/26/22",38.80558,-75.09769,"Seine","","","BB",-18.962,NA,NA,NA,10.864,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"Sea lettuce",-18.34725,2.78985886739813,11.1705,1.71596944694745,2
"58","DEEco","OM-06-16-1","OM-06-16-1",NA,"Ophidion marginatum","Striped Cusk Eel",NA,"",9.4,4.08,"","6/3/24",38.805339,-75.18384,"Seine","","","NM",-16.51,NA,NA,NA,15.01,NA,NA,NA,NA,NA,NA,NA,3.09213768,"dorsal muscle","","","LE","","",NA,NA,"Striped Cusk Eel",-17.31890491625,0.539925226747618,15.1771324875,0.661717399410473,4
"59","DEEco","OM-06-16-2","OM-06-16-2",NA,"Ophidion marginatum","Striped Cusk Eel",NA,"",10.7,5.93,"","6/3/24",38.805339,-75.18384,"Seine","","","NM",-17.05,NA,NA,NA,14.31,NA,NA,NA,NA,NA,NA,NA,3.12777899,"dorsal muscle","","","LE","","",NA,NA,"Striped Cusk Eel",-17.31890491625,0.539925226747618,15.1771324875,0.661717399410473,4
"60","DEEco","OM-ASH-01","OM-ASH-01",NA,"Ophidion marginatum","Striped Cusk Eel",NA,"",12,NA,"","6/8/22",38.782549,-75.130787,"Seine","","","NM",-18.35,NA,NA,NA,15.94,NA,NA,NA,NA,NA,NA,NA,3.01046944,"dorsal muscle","","","LE","","",NA,NA,"Striped Cusk Eel",-17.31890491625,0.539925226747618,15.1771324875,0.661717399410473,4
"61","DEEco","OM-LB","OM-LB",NA,"Ophidion marginatum","Striped Cusk Eel",NA,"",20.3,45.41,"","7/8/22",38.782549,-75.130787,"Seine","","","NM",-17.47,NA,NA,NA,14.68,NA,NA,NA,NA,NA,NA,NA,2.99648392,"dorsal muscle","","","LE","","",NA,NA,"Striped Cusk Eel",-17.31890491625,0.539925226747618,15.1771324875,0.661717399410473,4
"62","Whelk","IO20230201","IO20230201",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",1.7,1.38,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-16.55795665,0.14274136,38.54187702,0.171379202,15.09462899,0.22246063,10.70084584,0.05329646,NA,NA,NA,NA,3.601759861,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"63","Whelk","IO20230202","IO20230202",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",1.9,1.4,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-17.72339579,0.142835521,37.38363089,0.297161467,13.00231883,0.220970858,8.395107418,0.068761376,NA,NA,NA,NA,4.453025915,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"64","Whelk","IO20230203","IO20230203",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,2.04,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-16.74021377,0.142753815,36.19279305,0.162301002,13.9120189,0.221590664,9.281319182,0.043417832,NA,NA,NA,NA,3.899531127,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"65","Whelk","IO20230204","IO20230204",NA,"Ilyanassa obsoleta","Mud Snail",NA,"",2,1.68,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-17.18534678,0.142789333,34.35772763,0.187000804,14.24557559,0.221828718,8.536163374,0.037784811,NA,NA,NA,NA,4.024961347,"whole","Chemical","","","","",NA,NA,"Mud Snail",-15.3095246908,1.99080449642355,12.757306278,1.49280996167979,3
"66","Whelk","CC20230201","CC20230201",NA,"Palaemon vulgaris","Grass Shrimp",NA,"",4.4,0.69,"","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-17.95605717,0.136315811,44.58288849,0.132013297,15.87205627,0.223935042,14.13313809,0.072600431,NA,NA,NA,NA,3.154493235,"whole","Chemical","","","","",NA,NA,"Grass Shrimp",-17.95605717,NA,15.87205627,NA,4
"67","Whelk","CS20230201","CS20230201",NA,"Callinectes sapidus","Blue Crab",NA,"",3.9,4.77,"F","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-18.89199426,0.136449641,44.45584606,0.1840886,14.76597369,0.223718622,13.93107295,0.088731145,NA,NA,NA,NA,3.191128654,"body","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"68","Whelk","CS20230202","CS20230202",NA,"Callinectes sapidus","Blue Crab",NA,"",6.9,22.63,"M","7/10/23",39.2736347,-75.2886282,"16' Trawl","16","DNREC","RW",-18.45870541,0.136424781,41.02548684,0.169684472,13.11959045,0.222423028,11.44478511,0.038987648,NA,NA,NA,NA,3.584644575,"body","Chemical","","","","",NA,NA,"Blue Crab",-17.86870506375,1.27481042911917,13.8458914845,1.05970010833205,4
"69","Whelk","CV20230101","CV20230101",NA,"Crassostrea virginica","Oyster",NA,"",9,102.68,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-19.38537772,0.143001712,46.8037027,0.217921202,12.18358877,0.220450091,11.90546253,0.04928183,NA,NA,NA,NA,3.93127966,"whole","Chemical","","","","",NA,NA,"Oyster",-19.7044597925,0.888993575537079,12.0724032041667,0.445055403023401,2
"70","Whelk","CV20230102","CV20230102",NA,"Crassostrea virginica","Oyster",NA,"",10.2,121.93,"","7/10/23",39.2486073,-75.3725151,"16' Trawl","21","DNREC","RW",-19.04532315,0.142963367,44.38116262,0.198850727,13.01242661,0.220977507,10.94741459,0.045467005,NA,NA,NA,NA,4.054031412,"whole","Chemical","","","","",NA,NA,"Oyster",-19.7044597925,0.888993575537079,12.0724032041667,0.445055403023401,2
